Date,Mandi,Crop,Price
2024-01-05,Erode Mandi,Potato,1351.56
2024-01-05,Tiruppur Mandi,Potato,1587.01
2024-01-05,Coimbatore Mandi,Tomato,2254.14
2024-01-05,Erode Mandi,Tomato,1978.56
2024-01-05,Tiruppur Mandi,Tomato,2296.62
2024-01-06,Coimbatore Mandi,Onion,3886.6
2024-01-06,Erode Mandi,Onion,3249.54
2024-01-06,Tiruppur Mandi,Onion,3988.04
2024-01-06,Coimbatore Mandi,Potato,1507.55
2024-01-06,Erode Mandi,Potato,1456.69
2024-01-06,Tiruppur Mandi,Potato,1633.84
2024-01-06,Coimbatore Mandi,Tomato,2023.17
2024-01-06,Erode Mandi,Tomato,2195.9
2024-01-06,Tiruppur Mandi,Tomato,2234.89
2024-01-07,Coimbatore Mandi,Onion,3770.61
2024-01-07,Erode Mandi,Onion,3894.06
2024-01-07,Tiruppur Mandi,Onion,4219.79
2024-01-07,Coimbatore Mandi,Potato,1595.18
2024-01-07,Erode Mandi,Potato,1429.62
2024-01-07,Tiruppur Mandi,Potato,1577.57
2024-01-07,Coimbatore Mandi,Tomato,2166.77
2024-01-07,Erode Mandi,Tomato,2073.15
2024-01-07,Tiruppur Mandi,Tomato,2530.82
2024-01-08,Coimbatore Mandi,Onion,3407.34
2024-01-08,Erode Mandi,Onion,3628.66
2024-01-08,Tiruppur Mandi,Onion,3802.82
2024-01-08,Coimbatore Mandi,Potato,1669.68
2024-01-08,Erode Mandi,Potato,1612.09
2024-01-08,Tiruppur Mandi,Potato,1765.22
2024-01-08,Coimbatore Mandi,Tomato,2412.63
2024-01-08,Erode Mandi,Tomato,2301.55
2024-01-08,Tiruppur Mandi,Tomato,2725.17
2024-01-09,Coimbatore Mandi,Onion,3404.62
2024-01-09,Erode Mandi,Onion,3446.1
2024-01-09,Tiruppur Mandi,Onion,3792.64
2024-01-09,Coimbatore Mandi,Potato,1606.74
2024-01-09,Erode Mandi,Potato,1549.69
2024-01-09,Tiruppur Mandi,Potato,1755.15
2024-01-09,Coimbatore Mandi,Tomato,2277.9
2024-01-09,Erode Mandi,Tomato,1975.76
2024-01-09,Tiruppur Mandi,Tomato,2511.45
2024-01-10,Coimbatore Mandi,Onion,3920.19
2024-01-10,Erode Mandi,Onion,3510.3
2024-01-10,Tiruppur Mandi,Onion,3690.05
2024-01-10,Coimbatore Mandi,Potato,1721.56
2024-01-10,Erode Mandi,Potato,1639.69
2024-01-10,Tiruppur Mandi,Potato,1720.53
2024-01-10,Coimbatore Mandi,Tomato,2371.77
2024-01-10,Erode Mandi,Tomato,2428.86
2024-01-10,Tiruppur Mandi,Tomato,2643.91
2024-01-11,Coimbatore Mandi,Onion,3667.51
2024-01-11,Erode Mandi,Onion,3080.03
2024-01-11,Tiruppur Mandi,Onion,3737.57
2024-01-11,Coimbatore Mandi,Potato,1442.9
2024-01-11,Erode Mandi,Potato,1368.11
2024-01-11,Tiruppur Mandi,Potato,1678.64
2024-01-11,Coimbatore Mandi,Tomato,2104.05
2024-01-11,Erode Mandi,Tomato,2053.37
2024-01-11,Tiruppur Mandi,Tomato,2470.54
2024-01-12,Coimbatore Mandi,Onion,3665.42
2024-01-12,Erode Mandi,Onion,3230.08
2024-01-12,Tiruppur Mandi,Onion,3481.88
2024-01-12,Coimbatore Mandi,Potato,1655.06
2024-01-12,Erode Mandi,Potato,1508.35
2024-01-12,Tiruppur Mandi,Potato,1640.91
2024-01-12,Coimbatore Mandi,Tomato,2381.36
2024-01-12,Erode Mandi,Tomato,2231.87
2024-01-12,Tiruppur Mandi,Tomato,2550.77
2024-01-13,Coimbatore Mandi,Onion,3592.16
2024-01-13,Erode Mandi,Onion,3420.1
2024-01-13,Tiruppur Mandi,Onion,3741.36
2024-01-13,Coimbatore Mandi,Potato,1571.1
2024-01-13,Erode Mandi,Potato,1489.62
2024-01-13,Tiruppur Mandi,Potato,1766.27
2024-01-13,Coimbatore Mandi,Tomato,2020.09
2024-01-13,Erode Mandi,Tomato,2178.18
2024-01-13,Tiruppur Mandi,Tomato,2522.48
2024-01-14,Coimbatore Mandi,Onion,3683.9
2024-01-14,Erode Mandi,Onion,3843.87
2024-01-14,Tiruppur Mandi,Onion,4357.26
2024-01-14,Coimbatore Mandi,Potato,1762.15
2024-01-14,Erode Mandi,Potato,1621.54
2024-01-14,Tiruppur Mandi,Potato,1851.54
2024-01-14,Coimbatore Mandi,Tomato,2426.27
2024-01-14,Erode Mandi,Tomato,2426.65
2024-01-14,Tiruppur Mandi,Tomato,2470.77
2024-01-15,Coimbatore Mandi,Onion,3669.29
2024-01-15,Erode Mandi,Onion,3576.99
2024-01-15,Tiruppur Mandi,Onion,3848.65
2024-01-15,Coimbatore Mandi,Potato,1570.87
2024-01-15,Erode Mandi,Potato,1476.79
2024-01-15,Tiruppur Mandi,Potato,1568.76
2024-01-15,Coimbatore Mandi,Tomato,2078.79
2024-01-15,Erode Mandi,Tomato,2119.77
2024-01-15,Tiruppur Mandi,Tomato,2101.27
2024-01-16,Coimbatore Mandi,Onion,3346.73
2024-01-16,Erode Mandi,Onion,2833.78
2024-01-16,Tiruppur Mandi,Onion,3374.69
2024-01-16,Coimbatore Mandi,Potato,1575.75
2024-01-16,Erode Mandi,Potato,1476.54
2024-01-16,Tiruppur Mandi,Potato,1635.92
2024-01-16,Coimbatore Mandi,Tomato,2191.09
2024-01-16,Erode Mandi,Tomato,1931.64
2024-01-16,Tiruppur Mandi,Tomato,2332.56
2024-01-17,Coimbatore Mandi,Onion,3807.34
2024-01-17,Erode Mandi,Onion,3734.0
2024-01-17,Tiruppur Mandi,Onion,3830.38
2024-01-17,Coimbatore Mandi,Potato,1481.16
2024-01-17,Erode Mandi,Potato,1415.63
2024-01-17,Tiruppur Mandi,Potato,1605.13
2024-01-17,Coimbatore Mandi,Tomato,2204.66
2024-01-17,Erode Mandi,Tomato,2082.78
2024-01-17,Tiruppur Mandi,Tomato,2229.09
2024-01-18,Coimbatore Mandi,Onion,3666.12
2024-01-18,Erode Mandi,Onion,3012.77
2024-01-18,Tiruppur Mandi,Onion,3451.21
2024-01-18,Coimbatore Mandi,Potato,1359.7
2024-01-18,Erode Mandi,Potato,1353.01
2024-01-18,Tiruppur Mandi,Potato,1533.11
2024-01-18,Coimbatore Mandi,Tomato,2006.16
2024-01-18,Erode Mandi,Tomato,1827.47
2024-01-18,Tiruppur Mandi,Tomato,2198.06
2024-01-19,Coimbatore Mandi,Onion,3838.77
2024-01-19,Erode Mandi,Onion,3544.61
2024-01-19,Tiruppur Mandi,Onion,3987.74
2024-01-19,Coimbatore Mandi,Potato,1637.39
2024-01-19,Erode Mandi,Potato,1588.15
2024-01-19,Tiruppur Mandi,Potato,1704.43
2024-01-19,Coimbatore Mandi,Tomato,2117.97
2024-01-19,Erode Mandi,Tomato,2132.3
2024-01-19,Tiruppur Mandi,Tomato,2247.55
2024-01-20,Coimbatore Mandi,Onion,3539.93
2024-01-20,Erode Mandi,Onion,3799.83
2024-01-20,Tiruppur Mandi,Onion,3752.43
2024-01-20,Coimbatore Mandi,Potato,1568.32
2024-01-20,Erode Mandi,Potato,1492.43
2024-01-20,Tiruppur Mandi,Potato,1569.65
2024-01-20,Coimbatore Mandi,Tomato,2137.79
2024-01-20,Erode Mandi,Tomato,2128.09
2024-01-20,Tiruppur Mandi,Tomato,2365.01
2024-01-21,Coimbatore Mandi,Onion,3916.89
2024-01-21,Erode Mandi,Onion,3211.99
2024-01-21,Tiruppur Mandi,Onion,4168.82
2024-01-21,Coimbatore Mandi,Potato,1664.73
2024-01-21,Erode Mandi,Potato,1530.66
2024-01-21,Tiruppur Mandi,Potato,1771.86
2024-01-21,Coimbatore Mandi,Tomato,2288.26
2024-01-21,Erode Mandi,Tomato,2218.08
2024-01-21,Tiruppur Mandi,Tomato,2398.93
2024-01-22,Coimbatore Mandi,Onion,3842.86
2024-01-22,Erode Mandi,Onion,3198.04
2024-01-22,Tiruppur Mandi,Onion,4350.42
2024-01-22,Coimbatore Mandi,Potato,1654.46
2024-01-22,Erode Mandi,Potato,1579.66
2024-01-22,Tiruppur Mandi,Potato,1680.49
2024-01-22,Coimbatore Mandi,Tomato,2344.4
2024-01-22,Erode Mandi,Tomato,2310.02
2024-01-22,Tiruppur Mandi,Tomato,2762.5
2024-01-23,Coimbatore Mandi,Onion,4118.83
2024-01-23,Erode Mandi,Onion,3871.51
2024-01-23,Tiruppur Mandi,Onion,4265.7
2024-01-23,Coimbatore Mandi,Potato,1659.23
2024-01-23,Erode Mandi,Potato,1605.74
2024-01-23,Tiruppur Mandi,Potato,1938.53
2024-01-23,Coimbatore Mandi,Tomato,2551.97
2024-01-23,Erode Mandi,Tomato,2265.45
2024-01-23,Tiruppur Mandi,Tomato,2799.87
2024-01-24,Coimbatore Mandi,Onion,3771.3
2024-01-24,Erode Mandi,Onion,3583.42
2024-01-24,Tiruppur Mandi,Onion,4426.93
2024-01-24,Coimbatore Mandi,Potato,1749.5
2024-01-24,Erode Mandi,Potato,1594.63
2024-01-24,Tiruppur Mandi,Potato,1850.32
2024-01-24,Coimbatore Mandi,Tomato,2476.91
2024-01-24,Erode Mandi,Tomato,2076.0
2024-01-24,Tiruppur Mandi,Tomato,2339.23
2024-01-25,Coimbatore Mandi,Onion,3342.91
2024-01-25,Erode Mandi,Onion,3398.7
2024-01-25,Tiruppur Mandi,Onion,3715.57
2024-01-25,Coimbatore Mandi,Potato,1617.24
2024-01-25,Erode Mandi,Potato,1542.83
2024-01-25,Tiruppur Mandi,Potato,1604.24
2024-01-25,Coimbatore Mandi,Tomato,2293.3
2024-01-25,Erode Mandi,Tomato,2152.66
2024-01-25,Tiruppur Mandi,Tomato,2110.58
2024-01-26,Coimbatore Mandi,Onion,3165.88
2024-01-26,Erode Mandi,Onion,3410.56
2024-01-26,Tiruppur Mandi,Onion,4205.19
2024-01-26,Coimbatore Mandi,Potato,1560.24
2024-01-26,Erode Mandi,Potato,1436.16
2024-01-26,Tiruppur Mandi,Potato,1649.58
2024-01-26,Coimbatore Mandi,Tomato,2213.23
2024-01-26,Erode Mandi,Tomato,2277.27
2024-01-26,Tiruppur Mandi,Tomato,2293.73
2024-01-27,Coimbatore Mandi,Onion,3697.53
2024-01-27,Erode Mandi,Onion,2991.07
2024-01-27,Tiruppur Mandi,Onion,3433.35
2024-01-27,Coimbatore Mandi,Potato,1654.26
2024-01-27,Erode Mandi,Potato,1578.07
2024-01-27,Tiruppur Mandi,Potato,1810.88
2024-01-27,Coimbatore Mandi,Tomato,2353.72
2024-01-27,Erode Mandi,Tomato,2152.43
2024-01-27,Tiruppur Mandi,Tomato,2534.72
2024-01-28,Coimbatore Mandi,Onion,4146.45
2024-01-28,Erode Mandi,Onion,3306.48
2024-01-28,Tiruppur Mandi,Onion,3493.38
2024-01-28,Coimbatore Mandi,Potato,1474.64
2024-01-28,Erode Mandi,Potato,1436.88
2024-01-28,Tiruppur Mandi,Potato,1717.39
2024-01-28,Coimbatore Mandi,Tomato,2038.37
2024-01-28,Erode Mandi,Tomato,2007.36
2024-01-28,Tiruppur Mandi,Tomato,2451.75
2024-01-29,Coimbatore Mandi,Onion,4223.87
2024-01-29,Erode Mandi,Onion,3744.36
2024-01-29,Tiruppur Mandi,Onion,3810.38
2024-01-29,Coimbatore Mandi,Potato,1737.12
2024-01-29,Erode Mandi,Potato,1657.23
2024-01-29,Tiruppur Mandi,Potato,1956.99
2024-01-29,Coimbatore Mandi,Tomato,2630.23
2024-01-29,Erode Mandi,Tomato,2286.77
2024-01-29,Tiruppur Mandi,Tomato,2457.95
2024-01-30,Coimbatore Mandi,Onion,4031.96
2024-01-30,Erode Mandi,Onion,3897.19
2024-01-30,Tiruppur Mandi,Onion,4331.37
2024-01-30,Coimbatore Mandi,Potato,1735.26
2024-01-30,Erode Mandi,Potato,1600.65
2024-01-30,Tiruppur Mandi,Potato,1897.78
2024-01-30,Coimbatore Mandi,Tomato,2400.23
2024-01-30,Erode Mandi,Tomato,2337.83
2024-01-30,Tiruppur Mandi,Tomato,2674.91
2024-01-31,Coimbatore Mandi,Onion,3544.12
2024-01-31,Erode Mandi,Onion,3592.89
2024-01-31,Tiruppur Mandi,Onion,4137.14
2024-01-31,Coimbatore Mandi,Potato,1650.09
2024-01-31,Erode Mandi,Potato,1522.96
2024-01-31,Tiruppur Mandi,Potato,1739.17
2024-01-31,Coimbatore Mandi,Tomato,2363.89
2024-01-31,Erode Mandi,Tomato,2053.8
2024-01-31,Tiruppur Mandi,Tomato,2299.71
2024-02-01,Coimbatore Mandi,Onion,3848.85
2024-02-01,Erode Mandi,Onion,3716.54
2024-02-01,Tiruppur Mandi,Onion,3866.05
2024-02-01,Coimbatore Mandi,Potato,1456.95
2024-02-01,Erode Mandi,Potato,1381.3
2024-02-01,Tiruppur Mandi,Potato,1533.11
2024-02-01,Coimbatore Mandi,Tomato,2196.72
2024-02-01,Erode Mandi,Tomato,2057.26
2024-02-01,Tiruppur Mandi,Tomato,2354.14
2024-02-02,Coimbatore Mandi,Onion,3697.01
2024-02-02,Erode Mandi,Onion,3542.83
2024-02-02,Tiruppur Mandi,Onion,4712.82
2024-02-02,Coimbatore Mandi,Potato,1712.82
2024-02-02,Erode Mandi,Potato,1569.99
2024-02-02,Tiruppur Mandi,Potato,1901.31
2024-02-02,Coimbatore Mandi,Tomato,2676.1
2024-02-02,Erode Mandi,Tomato,2375.06
2024-02-02,Tiruppur Mandi,Tomato,2788.74
2024-02-03,Coimbatore Mandi,Onion,3817.78
2024-02-03,Erode Mandi,Onion,3336.07
2024-02-03,Tiruppur Mandi,Onion,3745.87
2024-02-03,Coimbatore Mandi,Potato,1636.87
2024-02-03,Erode Mandi,Potato,1577.87
2024-02-03,Tiruppur Mandi,Potato,1823.91
2024-02-03,Coimbatore Mandi,Tomato,2233.6
2024-02-03,Erode Mandi,Tomato,2350.93
2024-02-03,Tiruppur Mandi,Tomato,2461.73
2024-02-04,Coimbatore Mandi,Onion,3897.36
2024-02-04,Erode Mandi,Onion,3652.14
2024-02-04,Tiruppur Mandi,Onion,4491.73
2024-02-04,Coimbatore Mandi,Potato,1596.62
2024-02-04,Erode Mandi,Potato,1585.69
2024-02-04,Tiruppur Mandi,Potato,1866.22
2024-02-04,Coimbatore Mandi,Tomato,2433.85
2024-02-04,Erode Mandi,Tomato,2545.99
2024-02-04,Tiruppur Mandi,Tomato,2698.65
2024-02-05,Coimbatore Mandi,Onion,3784.26
2024-02-05,Erode Mandi,Onion,3227.92
2024-02-05,Tiruppur Mandi,Onion,3816.52
2024-02-05,Coimbatore Mandi,Potato,1437.76
2024-02-05,Erode Mandi,Potato,1401.19
2024-02-05,Tiruppur Mandi,Potato,1696.96
2024-02-05,Coimbatore Mandi,Tomato,2366.74
2024-02-05,Erode Mandi,Tomato,2078.66
2024-02-05,Tiruppur Mandi,Tomato,2507.13
2024-02-06,Coimbatore Mandi,Onion,3945.21
2024-02-06,Erode Mandi,Onion,3724.16
2024-02-06,Tiruppur Mandi,Onion,3384.59
2024-02-06,Coimbatore Mandi,Potato,1612.71
2024-02-06,Erode Mandi,Potato,1543.08
2024-02-06,Tiruppur Mandi,Potato,1671.26
2024-02-06,Coimbatore Mandi,Tomato,2370.63
2024-02-06,Erode Mandi,Tomato,2304.71
2024-02-06,Tiruppur Mandi,Tomato,2533.17
2024-02-07,Coimbatore Mandi,Onion,3519.32
2024-02-07,Erode Mandi,Onion,3952.37
2024-02-07,Tiruppur Mandi,Onion,3817.03
2024-02-07,Coimbatore Mandi,Potato,1596.53
2024-02-07,Erode Mandi,Potato,1594.6
2024-02-07,Tiruppur Mandi,Potato,1787.88
2024-02-07,Coimbatore Mandi,Tomato,2513.48
2024-02-07,Erode Mandi,Tomato,2358.79
2024-02-07,Tiruppur Mandi,Tomato,2568.66
2024-02-08,Coimbatore Mandi,Onion,3997.32
2024-02-08,Erode Mandi,Onion,4225.23
2024-02-08,Tiruppur Mandi,Onion,3999.35
2024-02-08,Coimbatore Mandi,Potato,1691.85
2024-02-08,Erode Mandi,Potato,1667.85
2024-02-08,Tiruppur Mandi,Potato,1793.94
2024-02-08,Coimbatore Mandi,Tomato,2348.69
2024-02-08,Erode Mandi,Tomato,2350.79
2024-02-08,Tiruppur Mandi,Tomato,2732.88
2024-02-09,Coimbatore Mandi,Onion,3720.51
2024-02-09,Erode Mandi,Onion,3803.61
2024-02-09,Tiruppur Mandi,Onion,3802.47
2024-02-09,Coimbatore Mandi,Potato,1666.37
2024-02-09,Erode Mandi,Potato,1473.91
2024-02-09,Tiruppur Mandi,Potato,1705.06
2024-02-09,Coimbatore Mandi,Tomato,2216.62
2024-02-09,Erode Mandi,Tomato,2378.11
2024-02-09,Tiruppur Mandi,Tomato,2397.79
2024-02-10,Coimbatore Mandi,Onion,3533.07
2024-02-10,Erode Mandi,Onion,3738.28
2024-02-10,Tiruppur Mandi,Onion,3709.45
2024-02-10,Coimbatore Mandi,Potato,1660.43
2024-02-10,Erode Mandi,Potato,1611.7
2024-02-10,Tiruppur Mandi,Potato,1854.69
2024-02-10,Coimbatore Mandi,Tomato,2457.15
2024-02-10,Erode Mandi,Tomato,2179.6
2024-02-10,Tiruppur Mandi,Tomato,2467.92
2024-02-11,Coimbatore Mandi,Onion,3235.0
2024-02-11,Erode Mandi,Onion,3115.82
2024-02-11,Tiruppur Mandi,Onion,4145.47
2024-02-11,Coimbatore Mandi,Potato,1605.04
2024-02-11,Erode Mandi,Potato,1533.61
2024-02-11,Tiruppur Mandi,Potato,1670.03
2024-02-11,Coimbatore Mandi,Tomato,2393.7
2024-02-11,Erode Mandi,Tomato,2050.23
2024-02-11,Tiruppur Mandi,Tomato,2439.18
2024-02-12,Coimbatore Mandi,Onion,3724.95
2024-02-12,Erode Mandi,Onion,3649.91
2024-02-12,Tiruppur Mandi,Onion,3693.71
2024-02-12,Coimbatore Mandi,Potato,1692.33
2024-02-12,Erode Mandi,Potato,1572.08
2024-02-12,Tiruppur Mandi,Potato,1692.17
2024-02-12,Coimbatore Mandi,Tomato,2236.57
2024-02-12,Erode Mandi,Tomato,2215.97
2024-02-12,Tiruppur Mandi,Tomato,2514.93
2024-02-13,Coimbatore Mandi,Onion,3977.59
2024-02-13,Erode Mandi,Onion,3502.59
2024-02-13,Tiruppur Mandi,Onion,3873.41
2024-02-13,Coimbatore Mandi,Potato,1598.77
2024-02-13,Erode Mandi,Potato,1536.53
2024-02-13,Tiruppur Mandi,Potato,1812.43
2024-02-13,Coimbatore Mandi,Tomato,2275.24
2024-02-13,Erode Mandi,Tomato,2274.06
2024-02-13,Tiruppur Mandi,Tomato,2554.66
2024-02-14,Coimbatore Mandi,Onion,3815.16
2024-02-14,Erode Mandi,Onion,3707.4
2024-02-14,Tiruppur Mandi,Onion,3623.14
2024-02-14,Coimbatore Mandi,Potato,1706.68
2024-02-14,Erode Mandi,Potato,1572.95
2024-02-14,Tiruppur Mandi,Potato,1761.55
2024-02-14,Coimbatore Mandi,Tomato,2441.42
2024-02-14,Erode Mandi,Tomato,2208.51
2024-02-14,Tiruppur Mandi,Tomato,2404.59
2024-02-15,Coimbatore Mandi,Onion,4120.15
2024-02-15,Erode Mandi,Onion,3736.38
2024-02-15,Tiruppur Mandi,Onion,3661.57
2024-02-15,Coimbatore Mandi,Potato,1713.94
2024-02-15,Erode Mandi,Potato,1591.49
2024-02-15,Tiruppur Mandi,Potato,1788.57
2024-02-15,Coimbatore Mandi,Tomato,2328.78
2024-02-15,Erode Mandi,Tomato,2338.88
2024-02-15,Tiruppur Mandi,Tomato,2588.43
2024-02-16,Coimbatore Mandi,Onion,3495.42
2024-02-16,Erode Mandi,Onion,3069.68
2024-02-16,Tiruppur Mandi,Onion,4045.03
2024-02-16,Coimbatore Mandi,Potato,1514.99
2024-02-16,Erode Mandi,Potato,1490.98
2024-02-16,Tiruppur Mandi,Potato,1494.53
2024-02-16,Coimbatore Mandi,Tomato,2194.98
2024-02-16,Erode Mandi,Tomato,2075.19
2024-02-16,Tiruppur Mandi,Tomato,2435.1
2024-02-17,Coimbatore Mandi,Onion,3506.7
2024-02-17,Erode Mandi,Onion,3282.33
2024-02-17,Tiruppur Mandi,Onion,3845.52
2024-02-17,Coimbatore Mandi,Potato,1649.82
2024-02-17,Erode Mandi,Potato,1500.35
2024-02-17,Tiruppur Mandi,Potato,1668.83
2024-02-17,Coimbatore Mandi,Tomato,2268.07
2024-02-17,Erode Mandi,Tomato,2061.58
2024-02-17,Tiruppur Mandi,Tomato,2270.17
2024-02-18,Coimbatore Mandi,Onion,3740.85
2024-02-18,Erode Mandi,Onion,3887.51
2024-02-18,Tiruppur Mandi,Onion,4376.68
2024-02-18,Coimbatore Mandi,Potato,1741.45
2024-02-18,Erode Mandi,Potato,1735.81
2024-02-18,Tiruppur Mandi,Potato,2000.42
2024-02-18,Coimbatore Mandi,Tomato,2234.6
2024-02-18,Erode Mandi,Tomato,2401.6
2024-02-18,Tiruppur Mandi,Tomato,2418.83
2024-02-19,Coimbatore Mandi,Onion,3688.36
2024-02-19,Erode Mandi,Onion,3244.43
2024-02-19,Tiruppur Mandi,Onion,4548.27
2024-02-19,Coimbatore Mandi,Potato,1706.79
2024-02-19,Erode Mandi,Potato,1540.91
2024-02-19,Tiruppur Mandi,Potato,1767.81
2024-02-19,Coimbatore Mandi,Tomato,2345.36
2024-02-19,Erode Mandi,Tomato,2090.88
2024-02-19,Tiruppur Mandi,Tomato,2431.51
2024-02-20,Coimbatore Mandi,Onion,3629.6
2024-02-20,Erode Mandi,Onion,3710.42
2024-02-20,Tiruppur Mandi,Onion,4457.84
2024-02-20,Coimbatore Mandi,Potato,1602.52
2024-02-20,Erode Mandi,Potato,1479.88
2024-02-20,Tiruppur Mandi,Potato,1693.09
2024-02-20,Coimbatore Mandi,Tomato,2082.21
2024-02-20,Erode Mandi,Tomato,2267.44
2024-02-20,Tiruppur Mandi,Tomato,2449.36
2024-02-21,Coimbatore Mandi,Onion,3858.6
2024-02-21,Erode Mandi,Onion,3997.73
2024-02-21,Tiruppur Mandi,Onion,4294.98
2024-02-21,Coimbatore Mandi,Potato,1850.15
2024-02-21,Erode Mandi,Potato,1744.81
2024-02-21,Tiruppur Mandi,Potato,1868.67
2024-02-21,Coimbatore Mandi,Tomato,2550.04
2024-02-21,Erode Mandi,Tomato,2457.69
2024-02-21,Tiruppur Mandi,Tomato,2436.21
2024-02-22,Coimbatore Mandi,Onion,3359.77
2024-02-22,Erode Mandi,Onion,3357.52
2024-02-22,Tiruppur Mandi,Onion,4062.7
2024-02-22,Coimbatore Mandi,Potato,1700.24
2024-02-22,Erode Mandi,Potato,1487.08
2024-02-22,Tiruppur Mandi,Potato,1794.73
2024-02-22,Coimbatore Mandi,Tomato,2245.02
2024-02-22,Erode Mandi,Tomato,2326.51
2024-02-22,Tiruppur Mandi,Tomato,2459.37
2024-02-23,Coimbatore Mandi,Onion,4457.36
2024-02-23,Erode Mandi,Onion,3566.02
2024-02-23,Tiruppur Mandi,Onion,3722.86
2024-02-23,Coimbatore Mandi,Potato,1701.29
2024-02-23,Erode Mandi,Potato,1603.07
2024-02-23,Tiruppur Mandi,Potato,1846.09
2024-02-23,Coimbatore Mandi,Tomato,2408.71
2024-02-23,Erode Mandi,Tomato,2282.55
2024-02-23,Tiruppur Mandi,Tomato,2591.59
2024-02-24,Coimbatore Mandi,Onion,3715.05
2024-02-24,Erode Mandi,Onion,3730.13
2024-02-24,Tiruppur Mandi,Onion,3790.54
2024-02-24,Coimbatore Mandi,Potato,1660.48
2024-02-24,Erode Mandi,Potato,1561.52
2024-02-24,Tiruppur Mandi,Potato,1762.49
2024-02-24,Coimbatore Mandi,Tomato,2420.18
2024-02-24,Erode Mandi,Tomato,2372.17
2024-02-24,Tiruppur Mandi,Tomato,2712.08
2024-02-25,Coimbatore Mandi,Onion,3599.4
2024-02-25,Erode Mandi,Onion,3348.61
2024-02-25,Tiruppur Mandi,Onion,4578.78
2024-02-25,Coimbatore Mandi,Potato,1773.36
2024-02-25,Erode Mandi,Potato,1701.68
2024-02-25,Tiruppur Mandi,Potato,1855.22
2024-02-25,Coimbatore Mandi,Tomato,2550.42
2024-02-25,Erode Mandi,Tomato,2369.56
2024-02-25,Tiruppur Mandi,Tomato,2621.61
2024-02-26,Coimbatore Mandi,Onion,4372.89
2024-02-26,Erode Mandi,Onion,3943.71
2024-02-26,Tiruppur Mandi,Onion,4692.41
2024-02-26,Coimbatore Mandi,Potato,1744.59
2024-02-26,Erode Mandi,Potato,1680.42
2024-02-26,Tiruppur Mandi,Potato,1885.86
2024-02-26,Coimbatore Mandi,Tomato,2415.1
2024-02-26,Erode Mandi,Tomato,2454.31
2024-02-26,Tiruppur Mandi,Tomato,2629.72
2024-02-27,Coimbatore Mandi,Onion,3285.78
2024-02-27,Erode Mandi,Onion,3494.39
2024-02-27,Tiruppur Mandi,Onion,3538.06
2024-02-27,Coimbatore Mandi,Potato,1634.07
2024-02-27,Erode Mandi,Potato,1579.93
2024-02-27,Tiruppur Mandi,Potato,1745.57
2024-02-27,Coimbatore Mandi,Tomato,2267.19
2024-02-27,Erode Mandi,Tomato,2207.12
2024-02-27,Tiruppur Mandi,Tomato,2493.41
2024-02-28,Coimbatore Mandi,Onion,4218.64
2024-02-28,Erode Mandi,Onion,3288.05
2024-02-28,Tiruppur Mandi,Onion,4561.78
2024-02-28,Coimbatore Mandi,Potato,1713.37
2024-02-28,Erode Mandi,Potato,1621.73
2024-02-28,Tiruppur Mandi,Potato,1895.28
2024-02-28,Coimbatore Mandi,Tomato,2325.5
2024-02-28,Erode Mandi,Tomato,2499.82
2024-02-28,Tiruppur Mandi,Tomato,2488.18
2024-02-29,Coimbatore Mandi,Onion,4359.12
2024-02-29,Erode Mandi,Onion,3654.44
2024-02-29,Tiruppur Mandi,Onion,4148.9
2024-02-29,Coimbatore Mandi,Potato,1727.13
2024-02-29,Erode Mandi,Potato,1605.08
2024-02-29,Tiruppur Mandi,Potato,1787.29
2024-02-29,Coimbatore Mandi,Tomato,2254.28
2024-02-29,Erode Mandi,Tomato,2220.25
2024-02-29,Tiruppur Mandi,Tomato,2631.61
2024-03-01,Coimbatore Mandi,Onion,3864.17
2024-03-01,Erode Mandi,Onion,3886.59
2024-03-01,Tiruppur Mandi,Onion,4492.18
2024-03-01,Coimbatore Mandi,Potato,1852.18
2024-03-01,Erode Mandi,Potato,1578.62
2024-03-01,Tiruppur Mandi,Potato,1880.37
2024-03-01,Coimbatore Mandi,Tomato,2324.81
2024-03-01,Erode Mandi,Tomato,2412.91
2024-03-01,Tiruppur Mandi,Tomato,2644.53
2024-03-02,Coimbatore Mandi,Onion,3722.62
2024-03-02,Erode Mandi,Onion,3651.22
2024-03-02,Tiruppur Mandi,Onion,4003.43
2024-03-02,Coimbatore Mandi,Potato,1583.73
2024-03-02,Erode Mandi,Potato,1432.22
2024-03-02,Tiruppur Mandi,Potato,1746.82
2024-03-02,Coimbatore Mandi,Tomato,2340.02
2024-03-02,Erode Mandi,Tomato,2118.38
2024-03-02,Tiruppur Mandi,Tomato,2454.88
2024-03-03,Coimbatore Mandi,Onion,3758.04
2024-03-03,Erode Mandi,Onion,3450.05
2024-03-03,Tiruppur Mandi,Onion,3971.99
2024-03-03,Coimbatore Mandi,Potato,1633.87
2024-03-03,Erode Mandi,Potato,1604.29
2024-03-03,Tiruppur Mandi,Potato,1817.12
2024-03-03,Coimbatore Mandi,Tomato,2451.16
2024-03-03,Erode Mandi,Tomato,2348.53
2024-03-03,Tiruppur Mandi,Tomato,2616.84
2024-03-04,Coimbatore Mandi,Onion,3484.35
2024-03-04,Erode Mandi,Onion,3270.95
2024-03-04,Tiruppur Mandi,Onion,4824.43
2024-03-04,Coimbatore Mandi,Potato,1701.55
